Название банка,Год,Квартал,Инфляция,Темп прироста ВВП,Ключевая ставка,Норматив достаточности капитала (Н1),Доля просроченных кредитов (NPL%),Рентабельность активов (ROA%),Коэффициент ликвидности (Н3%),Размер банка (лог активов),Доля банка в активах системы,Темп роста кредитного портфеля (YoY),"Loan-to-Deposit Ratio (LDR, %)",Доля межбанковских заимствований в пассивах (%),Прирост прибыли банка (YoY),Тип собственности банка,Этап экономического цикла,Дефолт
Банк 26,2007,3,7.37,14.614921411716676,3.5,13.1,1.7,3.4,80.1,12.08,0.81,13.1,82.7,32.7,21.4,Частный,Пик,0
Банк 26,2007,4,7.6,10.045296058572362,5.7,13.1,1.7,3.4,80.1,12.08,0.81,13.1,82.7,32.7,21.4,Частный,Пик,0
Банк 27,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 27,2007,2,7.61,14.561383898598601,3.3,10.8,7.1,1,50,9.68,1.73,75.4,124.7,15.7,9.2,Частный,Пик,1
Банк 27,2007,3,7.37,14.614921411716676,3.5,10.8,7.1,1,50,9.68,1.73,75.4,124.7,15.7,9.2,Частный,Пик,1
Банк 27,2007,4,7.6,10.045296058572362,5.7,10.8,7.1,1,50,9.68,1.73,75.4,124.7,15.7,9.2,Частный,Пик,1
Банк 28,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 28,2007,2,7.61,14.561383898598601,3.3,14.5,2.9,3,76.6,11.15,3.16,34.3,100.3,36.2,51.7,Частный,Пик,0
Банк 28,2007,3,7.37,14.614921411716676,3.5,14.5,2.9,3,76.6,11.15,3.16,34.3,100.3,36.2,51.7,Частный,Пик,0
Банк 28,2007,4,7.6,10.045296058572362,5.7,14.5,2.9,3,76.6,11.15,3.16,34.3,100.3,36.2,51.7,Частный,Пик,0
Банк 29,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 29,2007,2,7.61,14.561383898598601,3.3,9.5,6.8,1.1,50,12.31,0.59,76.8,125.4,29.4,-14.8,Частный,Пик,1
Банк 29,2007,3,7.37,14.614921411716676,3.5,9.5,6.8,1.1,50,12.31,0.59,76.8,125.4,29.4,-14.8,Частный,Пик,1
Банк 29,2007,4,7.6,10.045296058572362,5.7,9.5,6.8,1.1,50,12.31,0.59,76.8,125.4,29.4,-14.8,Частный,Пик,1
Банк 30,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 30,2007,2,7.61,14.561383898598601,3.3,13.1,3.2,4.5,75.8,12.05,2.79,60,62,24.2,33.2,Частный,Пик,0
Банк 30,2007,3,7.37,14.614921411716676,3.5,13.1,3.2,4.5,75.8,12.05,2.79,60,62,24.2,33.2,Частный,Пик,0
Банк 30,2007,4,7.6,10.045296058572362,5.7,13.1,3.2,4.5,75.8,12.05,2.79,60,62,24.2,33.2,Частный,Пик,0
Банк 31,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 31,2007,2,7.61,14.561383898598601,3.3,14,9.8,-1.6,76.9,11.18,1.17,91.6,103.7,19.8,25.5,Частный,Пик,1
Банк 31,2007,3,7.37,14.614921411716676,3.5,14,9.8,-1.6,76.9,11.18,1.17,91.6,103.7,19.8,25.5,Частный,Пик,1
Банк 31,2007,4,7.6,10.045296058572362,5.7,14,9.8,-1.6,76.9,11.18,1.17,91.6,103.7,19.8,25.5,Частный,Пик,1
Банк 32,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 32,2007,2,7.61,14.561383898598601,3.3,12.2,3.3,3.1,82.6,12.65,1.75,31.2,79.3,19.4,25.6,Частный,Пик,0
Банк 32,2007,3,7.37,14.614921411716676,3.5,12.2,3.3,3.1,82.6,12.65,1.75,31.2,79.3,19.4,25.6,Частный,Пик,0
Банк 32,2007,4,7.6,10.045296058572362,5.7,12.2,3.3,3.1,82.6,12.65,1.75,31.2,79.3,19.4,25.6,Частный,Пик,0
Банк 33,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 33,2007,2,7.61,14.561383898598601,3.3,13.5,3.8,3.8,76.1,12.47,2.29,25.5,85.3,3,0.4,Частный,Пик,0
Банк 33,2007,3,7.37,14.614921411716676,3.5,13.5,3.8,3.8,76.1,12.47,2.29,25.5,85.3,3,0.4,Частный,Пик,0
Банк 33,2007,4,7.6,10.045296058572362,5.7,13.5,3.8,3.8,76.1,12.47,2.29,25.5,85.3,3,0.4,Частный,Пик,0
Банк 34,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 34,2007,2,7.61,14.561383898598601,3.3,17,1.9,1.8,76.7,10.88,2.23,39.6,99.8,23.7,20.2,Частный,Пик,0
Банк 34,2007,3,7.37,14.614921411716676,3.5,17,1.9,1.8,76.7,10.88,2.23,39.6,99.8,23.7,20.2,Частный,Пик,0
Банк 34,2007,4,7.6,10.045296058572362,5.7,17,1.9,1.8,76.7,10.88,2.23,39.6,99.8,23.7,20.2,Частный,Пик,0
Банк 35,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 35,2007,2,7.61,14.561383898598601,3.3,8.9,11.1,-2.4,50,11.26,1.14,18.7,173.6,27.5,10.7,Частный,Пик,1
Банк 35,2007,3,7.37,14.614921411716676,3.5,8.9,11.1,-2.4,50,11.26,1.14,18.7,173.6,27.5,10.7,Частный,Пик,1
Банк 35,2007,4,7.6,10.045296058572362,5.7,8.9,11.1,-2.4,50,11.26,1.14,18.7,173.6,27.5,10.7,Частный,Пик,1
Банк 36,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 36,2007,2,7.61,14.561383898598601,3.3,12,2.5,3.1,98.9,11.37,2.82,12.3,91,27.7,17,Частный,Пик,0
Банк 36,2007,3,7.37,14.614921411716676,3.5,12,2.5,3.1,98.9,11.37,2.82,12.3,91,27.7,17,Частный,Пик,0
Банк 36,2007,4,7.6,10.045296058572362,5.7,12,2.5,3.1,98.9,11.37,2.82,12.3,91,27.7,17,Частный,Пик,0
Банк 37,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 37,2007,2,7.61,14.561383898598601,3.3,10.6,1.5,0.4,78.4,11.26,2.96,33.5,82.9,0,62.7,Частный,Пик,0
Банк 37,2007,3,7.37,14.614921411716676,3.5,10.6,1.5,0.4,78.4,11.26,2.96,33.5,82.9,0,62.7,Частный,Пик,0
Банк 37,2007,4,7.6,10.045296058572362,5.7,10.6,1.5,0.4,78.4,11.26,2.96,33.5,82.9,0,62.7,Частный,Пик,0
Банк 38,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 38,2007,2,7.61,14.561383898598601,3.3,12.9,4.5,-0.7,50,11.23,0.56,70.7,101.7,20.7,-6.2,Частный,Пик,1
Банк 38,2007,3,7.37,14.614921411716676,3.5,12.9,4.5,-0.7,50,11.23,0.56,70.7,101.7,20.7,-6.2,Частный,Пик,1
Банк 38,2007,4,7.6,10.045296058572362,5.7,12.9,4.5,-0.7,50,11.23,0.56,70.7,101.7,20.7,-6.2,Частный,Пик,1
Банк 39,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 39,2007,2,7.61,14.561383898598601,3.3,15.1,3.2,2.4,77.7,11.6,2.66,-0.3,91.2,19,12.3,Частный,Пик,0
Банк 39,2007,3,7.37,14.614921411716676,3.5,15.1,3.2,2.4,77.7,11.6,2.66,-0.3,91.2,19,12.3,Частный,Пик,0
Банк 39,2007,4,7.6,10.045296058572362,5.7,15.1,3.2,2.4,77.7,11.6,2.66,-0.3,91.2,19,12.3,Частный,Пик,0
Банк 40,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 40,2007,2,7.61,14.561383898598601,3.3,12.9,2.3,3.8,84,13.24,2.41,37.7,106.3,10.2,-19,Частный,Пик,0
Банк 40,2007,3,7.37,14.614921411716676,3.5,12.9,2.3,3.8,84,13.24,2.41,37.7,106.3,10.2,-19,Частный,Пик,0
Банк 40,2007,4,7.6,10.045296058572362,5.7,12.9,2.3,3.8,84,13.24,2.41,37.7,106.3,10.2,-19,Частный,Пик,0
Банк 41,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 41,2007,2,7.61,14.561383898598601,3.3,10.2,10.8,-1.5,50,11.78,1.41,31.9,135.8,17.5,-20.8,Частный,Пик,1
Банк 41,2007,3,7.37,14.614921411716676,3.5,10.2,10.8,-1.5,50,11.78,1.41,31.9,135.8,17.5,-20.8,Частный,Пик,1
Банк 41,2007,4,7.6,10.045296058572362,5.7,10.2,10.8,-1.5,50,11.78,1.41,31.9,135.8,17.5,-20.8,Частный,Пик,1
Банк 42,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 42,2007,2,7.61,14.561383898598601,3.3,15,2.4,2.5,81,12.63,2.25,42.5,98.6,7.1,48.8,Частный,Пик,0
Банк 42,2007,3,7.37,14.614921411716676,3.5,15,2.4,2.5,81,12.63,2.25,42.5,98.6,7.1,48.8,Частный,Пик,0
Банк 42,2007,4,7.6,10.045296058572362,5.7,15,2.4,2.5,81,12.63,2.25,42.5,98.6,7.1,48.8,Частный,Пик,0
Банк 43,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,0
Банк 43,2007,2,7.61,14.561383898598601,3.3,13.7,6,2.8,89.7,11.27,2.35,12.9,107,13.9,-8.7,Частный,Пик,0
Банк 43,2007,3,7.37,14.614921411716676,3.5,13.7,6,2.8,89.7,11.27,2.35,12.9,107,13.9,-8.7,Частный,Пик,0
Банк 43,2007,4,7.6,10.045296058572362,5.7,13.7,6,2.8,89.7,11.27,2.35,12.9,107,13.9,-8.7,Частный,Пик,0
Банк 44,2007,1,8.2,-9.359373784510982,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Пик,1
Банк 44,2007,2,7.61,14.561383898598601,3.3,10.1,6,4.4,50,9.39,0.96,92.5,121.1,0,-17.7,Частный,Пик,1
Банк 44,2007,3,7.37,14.614921411716676,3.5,10.1,6,4.4,50,9.39,0.96,92.5,121.1,0,-17.7,Частный,Пик,1
Банк 44,2007,4,7.6,10.045296058572362,5.7,10.1,6,4.4,50,9.39,0.96,92.5,121.1,0,-17.7,Частный,Пик,1
