Название банка,Год,Квартал,Инфляция,Темп прироста ВВП,Ключевая ставка,Норматив достаточности капитала (Н1),Доля просроченных кредитов (NPL%),Рентабельность активов (ROA%),Коэффициент ликвидности (Н3%),Размер банка (лог активов),Доля банка в активах системы,Темп роста кредитного портфеля (YoY),"Loan-to-Deposit Ratio (LDR, %)",Доля межбанковских заимствований в пассивах (%),Прирост прибыли банка (YoY),Тип собственности банка,Этап экономического цикла,Дефолт
ООО “Моспромбанк”,2004,1,11.28,-3.818034610298593,1.1,52.5,3.25,1.92,90.6,5.38,0.002,61,36.5,16.2,-43.8,Частный,Подъем,0
ООО “Моспромбанк”,2004,2,10.58,12.969168812212374,5.2,52.5,3.25,1.92,90.6,5.38,0.002,61,36.5,16.2,-43.8,Частный,Подъем,0
ООО “Моспромбанк”,2004,3,10.25,15.671595592416775,3.8,52.5,3.25,1.92,90.6,5.38,0.002,61,36.5,16.2,-43.8,Частный,Подъем,0
ООО “Моспромбанк”,2004,4,10.22,7.659556893485675,1.1,52.5,3.25,1.92,90.6,5.38,0.002,61,36.5,16.2,-43.8,Частный,Подъем,0
ООО “Моспромбанк”,2005,1,12.7,-9.85249767610451,1.1,49.8,7.51,1.05,98.2,5.49,0.002,8.11,32.1,10.3,-30.6,Частный,Подъем,1
ООО “Моспромбанк”,2005,2,12.96,13.889074752811648,1.3,49.8,7.51,1.05,98.2,5.49,0.002,8.11,32.1,10.3,-30.6,Частный,Подъем,1
ООО “Моспромбанк”,2005,3,13.63,15.112037669839108,3.4,49.8,7.51,1.05,98.2,5.49,0.002,8.11,32.1,10.3,-30.6,Частный,Подъем,1
ООО “Моспромбанк”,2005,4,13.77,6.5491293179213095,2.9,49.8,7.51,1.05,98.2,5.49,0.002,8.11,32.1,10.3,-30.6,Частный,Подъем,1
ОАО “ВИП-Банк”,2003,1,14.29,-5.8068465623421055,7.3,22.4,0.1,0.79,44.5,15.44,0.02,18,138.3,54.8,100.2,Частный,Подъем,0
ОАО “ВИП-Банк”,2003,2,14.82,8.789155940807603,2.0,22.4,0.1,0.79,44.5,15.44,0.02,18,138.3,54.8,100.2,Частный,Подъем,0
ОАО “ВИП-Банк”,2003,3,14.78,16.07274248117121,4.0,22.4,0.1,0.79,44.5,15.44,0.02,18,138.3,54.8,100.2,Частный,Подъем,0
ОАО “ВИП-Банк”,2003,4,14.62,1.5274907758913159,5.2,22.4,0.1,0.79,44.5,15.44,0.02,18,138.3,54.8,100.2,Частный,Подъем,0
ОАО “ВИП-Банк”,2004,1,11.28,-3.818034610298593,1.1,28,1,0.98,235,15.48,0.02,19.6,128.3,53.6,99,Частный,Подъем,0
ОАО “ВИП-Банк”,2004,2,10.58,12.969168812212374,5.2,28,1,0.98,235,15.48,0.02,19.6,128.3,53.6,99,Частный,Подъем,0
ОАО “ВИП-Банк”,2004,3,10.25,15.671595592416775,3.8,28,1,0.98,235,15.48,0.02,19.6,128.3,53.6,99,Частный,Подъем,0
ОАО “ВИП-Банк”,2004,4,10.22,7.659556893485675,1.1,28,1,0.98,235,15.48,0.02,19.6,128.3,53.6,99,Частный,Подъем,0
ОАО “ВИП-Банк”,2005,1,12.7,-9.85249767610451,1.1,28,12.1,0.9,3772,15.48,0.02,19.6,128.4,29.6,-12,Частный,Подъем,1
ОАО “ВИП-Банк”,2005,2,12.96,13.889074752811648,1.3,28,12.1,0.9,3772,15.48,0.02,19.6,128.4,29.6,-12,Частный,Подъем,1
ОАО “ВИП-Банк”,2005,3,13.63,15.112037669839108,3.4,28,12.1,0.9,3772,15.48,0.02,19.6,128.4,29.6,-12,Частный,Подъем,1
ОАО “ВИП-Банк”,2005,4,13.77,6.5491293179213095,2.9,28,12.1,0.9,3772,15.48,0.02,19.6,128.4,29.6,-12,Частный,Подъем,1
МКБ “Дисконт”,2003,1,14.29,-5.8068465623421055,7.3,48.9,1,0.35,72.3,1.16,0.002,15,155.2,0.1,-5,Частный,Подъем,0
МКБ “Дисконт”,2003,2,14.82,8.789155940807603,2.0,48.9,1,0.35,72.3,1.16,0.002,15,155.2,0.1,-5,Частный,Подъем,0
МКБ “Дисконт”,2003,3,14.78,16.07274248117121,4.0,48.9,1,0.35,72.3,1.16,0.002,15,155.2,0.1,-5,Частный,Подъем,0
МКБ “Дисконт”,2003,4,14.62,1.5274907758913159,5.2,48.9,1,0.35,72.3,1.16,0.002,15,155.2,0.1,-5,Частный,Подъем,0
МКБ “Дисконт”,2004,1,11.28,-3.818034610298593,1.1,40.2,4,-1.3,32,1.185,0.0005,68,237.9,25.2,-2729.5,Частный,Подъем,0
МКБ “Дисконт”,2004,2,10.58,12.969168812212374,5.2,40.2,4,-1.3,32,1.185,0.0005,68,237.9,25.2,-2729.5,Частный,Подъем,0
МКБ “Дисконт”,2004,3,10.25,15.671595592416775,3.8,40.2,4,-1.3,32,1.185,0.0005,68,237.9,25.2,-2729.5,Частный,Подъем,0
МКБ “Дисконт”,2004,4,10.22,7.659556893485675,1.1,40.2,4,-1.3,32,1.185,0.0005,68,237.9,25.2,-2729.5,Частный,Подъем,0
МКБ “Дисконт”,2005,1,12.7,-9.85249767610451,1.1,40.2,12.4,-2.18,26.5,11.63,0.0005,-18.9,180.6,2.9,-87,Частный,Подъем,1
МКБ “Дисконт”,2005,2,12.96,13.889074752811648,1.3,40.2,12.4,-2.18,26.5,11.63,0.0005,-18.9,180.6,2.9,-87,Частный,Подъем,1
МКБ “Дисконт”,2005,3,13.63,15.112037669839108,3.4,40.2,12.4,-2.18,26.5,11.63,0.0005,-18.9,180.6,2.9,-87,Частный,Подъем,1
МКБ “Дисконт”,2005,4,13.77,6.5491293179213095,2.9,40.2,12.4,-2.18,26.5,11.63,0.0005,-18.9,180.6,2.9,-87,Частный,Подъем,1
АКБ “Русский банк имущественной опеки” (РБИО) ,2003,1,14.29,-5.8068465623421055,7.3,74.1,2,0.42,30,14.63,0.024,20,630,47,35,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2003,2,14.82,8.789155940807603,2.0,74.1,2,0.42,30,14.63,0.024,20,630,47,35,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2003,3,14.78,16.07274248117121,4.0,74.1,2,0.42,30,14.63,0.024,20,630,47,35,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2003,4,14.62,1.5274907758913159,5.2,74.1,2,0.42,30,14.63,0.024,20,630,47,35,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2004,1,11.28,-3.818034610298593,1.1,25.8,13.9,10.46,80,14.65,0.005,15.3,598,9.2,2677,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2004,2,10.58,12.969168812212374,5.2,25.8,13.9,10.46,80,14.65,0.005,15.3,598,9.2,2677,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2004,3,10.25,15.671595592416775,3.8,25.8,13.9,10.46,80,14.65,0.005,15.3,598,9.2,2677,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2004,4,10.22,7.659556893485675,1.1,25.8,13.9,10.46,80,14.65,0.005,15.3,598,9.2,2677,Частный,Подъем,0
АКБ “Русский банк имущественной опеки” (РБИО) ,2005,1,12.7,-9.85249767610451,1.1,27.3,14.3,0.68,89.6,14.67,0.01,-1.3,465,3.2,-93.4,Частный,Подъем,1
АКБ “Русский банк имущественной опеки” (РБИО) ,2005,2,12.96,13.889074752811648,1.3,27.3,14.3,0.68,89.6,14.67,0.01,-1.3,465,3.2,-93.4,Частный,Подъем,1
АКБ “Русский банк имущественной опеки” (РБИО) ,2005,3,13.63,15.112037669839108,3.4,27.3,14.3,0.68,89.6,14.67,0.01,-1.3,465,3.2,-93.4,Частный,Подъем,1
АКБ “Русский банк имущественной опеки” (РБИО) ,2005,4,13.77,6.5491293179213095,2.9,27.3,14.3,0.68,89.6,14.67,0.01,-1.3,465,3.2,-93.4,Частный,Подъем,1
ОАО “Сибирский Экономический Банк”,2003,1,14.29,-5.8068465623421055,7.3,30.4,2,6.56,44.9,11.81,0.0001,4,101.1,0.002,15,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2003,2,14.82,8.789155940807603,2.0,30.4,2,6.56,44.9,11.81,0.0001,4,101.1,0.002,15,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2003,3,14.78,16.07274248117121,4.0,30.4,2,6.56,44.9,11.81,0.0001,4,101.1,0.002,15,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2003,4,14.62,1.5274907758913159,5.2,30.4,2,6.56,44.9,11.81,0.0001,4,101.1,0.002,15,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2004,1,11.28,-3.818034610298593,1.1,33.2,5,6.88,65.2,11.99,0.002,-5.5,85.9,0.0004,26.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2004,2,10.58,12.969168812212374,5.2,33.2,5,6.88,65.2,11.99,0.002,-5.5,85.9,0.0004,26.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2004,3,10.25,15.671595592416775,3.8,33.2,5,6.88,65.2,11.99,0.002,-5.5,85.9,0.0004,26.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2004,4,10.22,7.659556893485675,1.1,33.2,5,6.88,65.2,11.99,0.002,-5.5,85.9,0.0004,26.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2005,1,12.7,-9.85249767610451,1.1,86.3,15.9,1.08,26.3,4.735,0.0001,-39.4,1658,0.001,-89.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2005,2,12.96,13.889074752811648,1.3,86.3,15.9,1.08,26.3,4.735,0.0001,-39.4,1658,0.001,-89.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2005,3,13.63,15.112037669839108,3.4,86.3,15.9,1.08,26.3,4.735,0.0001,-39.4,1658,0.001,-89.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2005,4,13.77,6.5491293179213095,2.9,86.3,15.9,1.08,26.3,4.735,0.0001,-39.4,1658,0.001,-89.6,Частный,Подъем,0
ОАО “Сибирский Экономический Банк”,2006,1,10.71,-6.986160785351647,3.1,200.3,12,4.7,147.3,5.01,0.001,-80.6,16.9,0.001,219.4,Частный,Подъем,1
ОАО “Сибирский Экономический Банк”,2006,2,11.18,9.927963694161468,3.3,200.3,12,4.7,147.3,5.01,0.001,-80.6,16.9,0.001,219.4,Частный,Подъем,1
ОАО “Сибирский Экономический Банк”,2006,3,10.61,14.255131709102486,2.0,200.3,12,4.7,147.3,5.01,0.001,-80.6,16.9,0.001,219.4,Частный,Подъем,1
ОАО “Сибирский Экономический Банк”,2006,4,9.77,2.810507874520507,4.1,200.3,12,4.7,147.3,5.01,0.001,-80.6,16.9,0.001,219.4,Частный,Подъем,1
КБ “Градобанк”,2003,1,14.29,-5.8068465623421055,7.3,131.3,2,0.51,840,4.76,0.002,10,6,0,15,Частный,Подъем,0
КБ “Градобанк”,2003,2,14.82,8.789155940807603,2.0,131.3,2,0.51,840,4.76,0.002,10,6,0,15,Частный,Подъем,0
КБ “Градобанк”,2003,3,14.78,16.07274248117121,4.0,131.3,2,0.51,840,4.76,0.002,10,6,0,15,Частный,Подъем,0
КБ “Градобанк”,2003,4,14.62,1.5274907758913159,5.2,131.3,2,0.51,840,4.76,0.002,10,6,0,15,Частный,Подъем,0
КБ “Градобанк”,2004,1,11.28,-3.818034610298593,1.1,132.2,1,0.63,423,4.8,0.003,46,5,0.002,35,Частный,Подъем,0
КБ “Градобанк”,2004,2,10.58,12.969168812212374,5.2,132.2,1,0.63,423,4.8,0.003,46,5,0.002,35,Частный,Подъем,0
КБ “Градобанк”,2004,3,10.25,15.671595592416775,3.8,132.2,1,0.63,423,4.8,0.003,46,5,0.002,35,Частный,Подъем,0
КБ “Градобанк”,2004,4,10.22,7.659556893485675,1.1,132.2,1,0.63,423,4.8,0.003,46,5,0.002,35,Частный,Подъем,0
КБ “Градобанк”,2005,1,12.7,-9.85249767610451,1.1,182.3,0.24,0.83,187.3,4.91,0.002,3720,72.3,0.0002,129.5,Частный,Подъем,0
КБ “Градобанк”,2005,2,12.96,13.889074752811648,1.3,182.3,0.24,0.83,187.3,4.91,0.002,3720,72.3,0.0002,129.5,Частный,Подъем,0
КБ “Градобанк”,2005,3,13.63,15.112037669839108,3.4,182.3,0.24,0.83,187.3,4.91,0.002,3720,72.3,0.0002,129.5,Частный,Подъем,0
КБ “Градобанк”,2005,4,13.77,6.5491293179213095,2.9,182.3,0.24,0.83,187.3,4.91,0.002,3720,72.3,0.0002,129.5,Частный,Подъем,0
КБ “Градобанк”,2006,1,10.71,-6.986160785351647,3.1,114,5,0.63,111,5.3,0.1,38.8,21.2,0.0002,31.3,Частный,Подъем,1
КБ “Градобанк”,2006,2,11.18,9.927963694161468,3.3,114,5,0.63,111,5.3,0.1,38.8,21.2,0.0002,31.3,Частный,Подъем,1
КБ “Градобанк”,2006,3,10.61,14.255131709102486,2.0,114,5,0.63,111,5.3,0.1,38.8,21.2,0.0002,31.3,Частный,Подъем,1
КБ “Градобанк”,2006,4,9.77,2.810507874520507,4.1,114,5,0.63,111,5.3,0.1,38.8,21.2,0.0002,31.3,Частный,Подъем,1
АКБ “Городской Клиентский”,2003,1,14.29,-5.8068465623421055,7.3,83.6,1.42,0.44,71,6.09,0.08,5,312,17,10,Частный,Подъем,0
АКБ “Городской Клиентский”,2003,2,14.82,8.789155940807603,2.0,83.6,1.42,0.44,71,6.09,0.08,5,312,17,10,Частный,Подъем,0
АКБ “Городской Клиентский”,2003,3,14.78,16.07274248117121,4.0,83.6,1.42,0.44,71,6.09,0.08,5,312,17,10,Частный,Подъем,0
АКБ “Городской Клиентский”,2003,4,14.62,1.5274907758913159,5.2,83.6,1.42,0.44,71,6.09,0.08,5,312,17,10,Частный,Подъем,0
АКБ “Городской Клиентский”,2004,1,11.28,-3.818034610298593,1.1,14.1,2,0.29,35,6.63,0.08,72,166,62.2,132,Частный,Подъем,0
АКБ “Городской Клиентский”,2004,2,10.58,12.969168812212374,5.2,14.1,2,0.29,35,6.63,0.08,72,166,62.2,132,Частный,Подъем,0
АКБ “Городской Клиентский”,2004,3,10.25,15.671595592416775,3.8,14.1,2,0.29,35,6.63,0.08,72,166,62.2,132,Частный,Подъем,0
АКБ “Городской Клиентский”,2004,4,10.22,7.659556893485675,1.1,14.1,2,0.29,35,6.63,0.08,72,166,62.2,132,Частный,Подъем,0
АКБ “Городской Клиентский”,2005,1,12.7,-9.85249767610451,1.1,38.3,0.5,1.12,33.4,6.57,0.08,88.7,217,54.7,260,Частный,Подъем,0
АКБ “Городской Клиентский”,2005,2,12.96,13.889074752811648,1.3,38.3,0.5,1.12,33.4,6.57,0.08,88.7,217,54.7,260,Частный,Подъем,0
АКБ “Городской Клиентский”,2005,3,13.63,15.112037669839108,3.4,38.3,0.5,1.12,33.4,6.57,0.08,88.7,217,54.7,260,Частный,Подъем,0
АКБ “Городской Клиентский”,2005,4,13.77,6.5491293179213095,2.9,38.3,0.5,1.12,33.4,6.57,0.08,88.7,217,54.7,260,Частный,Подъем,0
АКБ “Городской Клиентский”,2006,1,10.71,-6.986160785351647,3.1,37.3,0.7,0.8,120,6.79,0.08,-25.9,71.3,6.4,-22.9,Частный,Подъем,1
АКБ “Городской Клиентский”,2006,2,11.18,9.927963694161468,3.3,37.3,0.7,0.8,120,6.79,0.08,-25.9,71.3,6.4,-22.9,Частный,Подъем,1
АКБ “Городской Клиентский”,2006,3,10.61,14.255131709102486,2.0,37.3,0.7,0.8,120,6.79,0.08,-25.9,71.3,6.4,-22.9,Частный,Подъем,1
АКБ “Городской Клиентский”,2006,4,9.77,2.810507874520507,4.1,37.3,0.7,0.8,120,6.79,0.08,-25.9,71.3,6.4,-22.9,Частный,Подъем,1
КБ “Рубин”,2003,1,14.29,-5.8068465623421055,7.3,22.6,9.1,1.2,135,4.75,0.001,60,29,1.5,200,Частный,Подъем,0
КБ “Рубин”,2003,2,14.82,8.789155940807603,2.0,22.6,9.1,1.2,135,4.75,0.001,60,29,1.5,200,Частный,Подъем,0
КБ “Рубин”,2003,3,14.78,16.07274248117121,4.0,22.6,9.1,1.2,135,4.75,0.001,60,29,1.5,200,Частный,Подъем,0
КБ “Рубин”,2003,4,14.62,1.5274907758913159,5.2,22.6,9.1,1.2,135,4.75,0.001,60,29,1.5,200,Частный,Подъем,0
КБ “Рубин”,2004,1,11.28,-3.818034610298593,1.1,53.1,0.23,0.26,390,5.28,0.001,325,810,30,-32.5,Частный,Подъем,0
КБ “Рубин”,2004,2,10.58,12.969168812212374,5.2,53.1,0.23,0.26,390,5.28,0.001,325,810,30,-32.5,Частный,Подъем,0
КБ “Рубин”,2004,3,10.25,15.671595592416775,3.8,53.1,0.23,0.26,390,5.28,0.001,325,810,30,-32.5,Частный,Подъем,0
КБ “Рубин”,2004,4,10.22,7.659556893485675,1.1,53.1,0.23,0.26,390,5.28,0.001,325,810,30,-32.5,Частный,Подъем,0
КБ “Рубин”,2005,1,12.7,-9.85249767610451,1.1,94.7,0.64,0.25,200,5.36,0.001,-68.8,25,2.6,14.1,Частный,Подъем,0
КБ “Рубин”,2005,2,12.96,13.889074752811648,1.3,94.7,0.64,0.25,200,5.36,0.001,-68.8,25,2.6,14.1,Частный,Подъем,0
КБ “Рубин”,2005,3,13.63,15.112037669839108,3.4,94.7,0.64,0.25,200,5.36,0.001,-68.8,25,2.6,14.1,Частный,Подъем,0
КБ “Рубин”,2005,4,13.77,6.5491293179213095,2.9,94.7,0.64,0.25,200,5.36,0.001,-68.8,25,2.6,14.1,Частный,Подъем,0
КБ “Рубин”,2006,1,10.71,-6.986160785351647,3.1,18,1.8,3.3,250,5.68,0.001,23.3,102,0.2,693,Частный,Подъем,1
КБ “Рубин”,2006,2,11.18,9.927963694161468,3.3,18,1.8,3.3,250,5.68,0.001,23.3,102,0.2,693,Частный,Подъем,1
КБ “Рубин”,2006,3,10.61,14.255131709102486,2.0,18,1.8,3.3,250,5.68,0.001,23.3,102,0.2,693,Частный,Подъем,1
КБ “Рубин”,2006,4,9.77,2.810507874520507,4.1,18,1.8,3.3,250,5.68,0.001,23.3,102,0.2,693,Частный,Подъем,1
КБ “Интелфинанс”,2003,1,14.29,-5.8068465623421055,7.3,76.5,1,0.15,60,4.92,0.0004,-13.1,135,0.0001,150,Частный,Подъем,0
КБ “Интелфинанс”,2003,2,14.82,8.789155940807603,2.0,76.5,1,0.15,60,4.92,0.0004,-13.1,135,0.0001,150,Частный,Подъем,0
КБ “Интелфинанс”,2003,3,14.78,16.07274248117121,4.0,76.5,1,0.15,60,4.92,0.0004,-13.1,135,0.0001,150,Частный,Подъем,0
КБ “Интелфинанс”,2003,4,14.62,1.5274907758913159,5.2,76.5,1,0.15,60,4.92,0.0004,-13.1,135,0.0001,150,Частный,Подъем,0
КБ “Интелфинанс”,2004,1,11.28,-3.818034610298593,1.1,69,1,0.34,75,4.92,0.0004,18,160,1e-05,-46,Частный,Подъем,0
КБ “Интелфинанс”,2004,2,10.58,12.969168812212374,5.2,69,1,0.34,75,4.92,0.0004,18,160,1e-05,-46,Частный,Подъем,0
КБ “Интелфинанс”,2004,3,10.25,15.671595592416775,3.8,69,1,0.34,75,4.92,0.0004,18,160,1e-05,-46,Частный,Подъем,0
КБ “Интелфинанс”,2004,4,10.22,7.659556893485675,1.1,69,1,0.34,75,4.92,0.0004,18,160,1e-05,-46,Частный,Подъем,0
КБ “Интелфинанс”,2005,1,12.7,-9.85249767610451,1.1,83.5,1.6,6.5,90.3,4.82,0.0004,34.5,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2005,2,12.96,13.889074752811648,1.3,83.5,1.6,6.5,90.3,4.82,0.0004,34.5,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2005,3,13.63,15.112037669839108,3.4,83.5,1.6,6.5,90.3,4.82,0.0004,34.5,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2005,4,13.77,6.5491293179213095,2.9,83.5,1.6,6.5,90.3,4.82,0.0004,34.5,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2006,1,10.71,-6.986160785351647,3.1,75.4,2,6.5,68.8,4.96,0.0005,61.7,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2006,2,11.18,9.927963694161468,3.3,75.4,2,6.5,68.8,4.96,0.0005,61.7,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2006,3,10.61,14.255131709102486,2.0,75.4,2,6.5,68.8,4.96,0.0005,61.7,154.2,7,3216,Частный,Подъем,0
КБ “Интелфинанс”,2006,4,9.77,2.810507874520507,4.1,75.4,2,6.5,68.8,4.96,0.0005,61.7,154.2,7,3216,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2003,1,14.29,-5.8068465623421055,7.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2003,2,14.82,8.789155940807603,2.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2003,3,14.78,16.07274248117121,4.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2003,4,14.62,1.5274907758913159,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2004,1,11.28,-3.818034610298593,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2004,2,10.58,12.969168812212374,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2004,3,10.25,15.671595592416775,3.8,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2004,4,10.22,7.659556893485675,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2005,1,12.7,-9.85249767610451,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2005,2,12.96,13.889074752811648,1.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2005,3,13.63,15.112037669839108,3.4,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2005,4,13.77,6.5491293179213095,2.9,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2006,1,10.71,-6.986160785351647,3.1,27,0.6,9.1,65,6.64,0.003,137,60,0.07,2828,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2006,2,11.18,9.927963694161468,3.3,27,0.6,9.1,65,6.64,0.003,137,60,0.07,2828,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2006,3,10.61,14.255131709102486,2.0,27,0.6,9.1,65,6.64,0.003,137,60,0.07,2828,Частный,Подъем,0
Русский Индустриальный Банк (РусИндустрБанк),2006,4,9.77,2.810507874520507,4.1,27,0.6,9.1,65,6.64,0.003,137,60,0.07,2828,Частный,Подъем,0
ЗАО “Конверсбанк”,2003,1,14.29,-5.8068465623421055,7.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2003,2,14.82,8.789155940807603,2.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2003,3,14.78,16.07274248117121,4.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2003,4,14.62,1.5274907758913159,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2004,1,11.28,-3.818034610298593,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2004,2,10.58,12.969168812212374,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2004,3,10.25,15.671595592416775,3.8,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2004,4,10.22,7.659556893485675,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2005,1,12.7,-9.85249767610451,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2005,2,12.96,13.889074752811648,1.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2005,3,13.63,15.112037669839108,3.4,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2005,4,13.77,6.5491293179213095,2.9,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
ЗАО “Конверсбанк”,2006,1,10.71,-6.986160785351647,3.1,31,6.7,0.4,110,7.13,0.004,-46.1,253.3,47.3,2.8,Частный,Подъем,0
ЗАО “Конверсбанк”,2006,2,11.18,9.927963694161468,3.3,31,6.7,0.4,110,7.13,0.004,-46.1,253.3,47.3,2.8,Частный,Подъем,0
ЗАО “Конверсбанк”,2006,3,10.61,14.255131709102486,2.0,31,6.7,0.4,110,7.13,0.004,-46.1,253.3,47.3,2.8,Частный,Подъем,0
ЗАО “Конверсбанк”,2006,4,9.77,2.810507874520507,4.1,31,6.7,0.4,110,7.13,0.004,-46.1,253.3,47.3,2.8,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2003,1,14.29,-5.8068465623421055,7.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2003,2,14.82,8.789155940807603,2.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2003,3,14.78,16.07274248117121,4.0,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2003,4,14.62,1.5274907758913159,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2004,1,11.28,-3.818034610298593,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2004,2,10.58,12.969168812212374,5.2,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2004,3,10.25,15.671595592416775,3.8,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2004,4,10.22,7.659556893485675,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2005,1,12.7,-9.85249767610451,1.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2005,2,12.96,13.889074752811648,1.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2005,3,13.63,15.112037669839108,3.4,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2005,4,13.77,6.5491293179213095,2.9,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2006,1,10.71,-6.986160785351647,3.1,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
АКБ “Международный Промышленный Банк” (Межпромбанк),2006,2,11.18,9.927963694161468,3.3,None,None,None,None,None,None,None,None,None,None,Частный,Подъем,0
