Название банка,Год,Квартал,Инфляция,Темп прироста ВВП,Ключевая ставка,Норматив достаточности капитала (Н1),Доля просроченных кредитов (NPL%),Рентабельность активов (ROA%),Коэффициент ликвидности (Н3%),Размер банка (лог активов),Доля банка в активах системы,Темп роста кредитного портфеля (YoY),"Loan-to-Deposit Ratio (LDR, %)",Доля межбанковских заимствований в пассивах (%),Прирост прибыли банка (YoY),Тип собственности банка,Этап экономического цикла,Дефолт
Банк ВТБ (ПАО),2006,4,9.77,2.810507874520507,4.1,19.45,2.38,1.65,110.55,21.2,12.48,32.45,230.67,20.38,50.75,Частный,Подъем,0
Банк ВТБ (ПАО),2010,1,8.02,-7.587210266715094,4.0,13.48,2.75,1.1,100.45,22.4,15.22,45.2,180.5,30.44,30.88,Частный,Подъем,0
Банк ВТБ (ПАО),2010,2,7.18,9.816934109093722,3.3,13.48,2.75,1.1,100.45,22.4,15.22,45.2,180.5,30.44,30.88,Частный,Подъем,0
Банк ВТБ (ПАО),2010,3,6.46,10.106815471632459,2.6,13.48,2.75,1.1,100.45,22.4,15.22,45.2,180.5,30.44,30.88,Частный,Подъем,0
Банк ВТБ (ПАО),2010,4,6.04,9.62084325590855,2.7,13.48,2.75,1.1,100.45,22.4,15.22,45.2,180.5,30.44,30.88,Частный,Подъем,0
Банк ВТБ (ПАО),2011,1,9.56,-9.77451548014976,2.7,11,2,0.7,57.4,22.15,5.21,48.95,146.95,32.44,43.69,Частный,Подъем,0
Банк ВТБ (ПАО),2011,2,9.47,11.896606185755477,3.2,11,2,0.7,57.4,22.15,5.21,48.95,146.95,32.44,43.69,Частный,Подъем,0
Банк ВТБ (ПАО),2011,3,9.46,10.141407541590098,3.8,11,2,0.7,57.4,22.15,5.21,48.95,146.95,32.44,43.69,Частный,Подъем,0
Банк ВТБ (ПАО),2011,4,9.61,7.946523760183055,4.9,11,2,0.7,57.4,22.15,5.21,48.95,146.95,32.44,43.69,Частный,Подъем,0
Газпромбанк (АО),2003,1,14.29,-5.8068465623421055,7.3,16,0.6,2.09,32.1,19.2,2.2,11.5,142.4,23.6,20.5,Частный,Подъем,0
Газпромбанк (АО),2003,2,14.82,8.789155940807603,2.0,16,0.6,2.09,32.1,19.2,2.2,11.5,142.4,23.6,20.5,Частный,Подъем,0
Газпромбанк (АО),2003,3,14.78,16.07274248117121,4.0,16,0.6,2.09,32.1,19.2,2.2,11.5,142.4,23.6,20.5,Частный,Подъем,0
Газпромбанк (АО),2003,4,14.62,1.5274907758913159,5.2,16,0.6,2.09,32.1,19.2,2.2,11.5,142.4,23.6,20.5,Частный,Подъем,0
Газпромбанк (АО),2004,1,11.28,-3.818034610298593,1.1,15.8,0.65,2.12,38.75,19.6,2.35,60.4,150.1,22.3,28.2,Частный,Подъем,0
Газпромбанк (АО),2004,2,10.58,12.969168812212374,5.2,15.8,0.65,2.12,38.75,19.6,2.35,60.4,150.1,22.3,28.2,Частный,Подъем,0
Газпромбанк (АО),2004,3,10.25,15.671595592416775,3.8,15.8,0.65,2.12,38.75,19.6,2.35,60.4,150.1,22.3,28.2,Частный,Подъем,0
Газпромбанк (АО),2004,4,10.22,7.659556893485675,1.1,15.8,0.65,2.12,38.75,19.6,2.35,60.4,150.1,22.3,28.2,Частный,Подъем,0
Газпромбанк (АО),2005,1,12.7,-9.85249767610451,1.1,15.2,0.7,2.05,55,19.9,2.3,75.8,155.25,19.45,33.1,Частный,Подъем,0
Газпромбанк (АО),2005,2,12.96,13.889074752811648,1.3,15.2,0.7,2.05,55,19.9,2.3,75.8,155.25,19.45,33.1,Частный,Подъем,0
Газпромбанк (АО),2005,3,13.63,15.112037669839108,3.4,15.2,0.7,2.05,55,19.9,2.3,75.8,155.25,19.45,33.1,Частный,Подъем,0
Газпромбанк (АО),2005,4,13.77,6.5491293179213095,2.9,15.2,0.7,2.05,55,19.9,2.3,75.8,155.25,19.45,33.1,Частный,Подъем,0
Газпромбанк (АО),2006,1,10.71,-6.986160785351647,3.1,14.6,0.8,1.95,68.4,20.25,2.45,95.6,160.5,18.2,38.75,Частный,Подъем,0
Газпромбанк (АО),2006,2,11.18,9.927963694161468,3.3,14.6,0.8,1.95,68.4,20.25,2.45,95.6,160.5,18.2,38.75,Частный,Подъем,0
Газпромбанк (АО),2006,3,10.61,14.255131709102486,2.0,14.6,0.8,1.95,68.4,20.25,2.45,95.6,160.5,18.2,38.75,Частный,Подъем,0
Газпромбанк (АО),2006,4,9.77,2.810507874520507,4.1,14.6,0.8,1.95,68.4,20.25,2.45,95.6,160.5,18.2,38.75,Частный,Подъем,0
Газпромбанк (АО),2010,1,8.02,-7.587210266715094,4.0,12.5,3.25,0.95,89.2,21.3,1.98,55.75,130.4,10.35,22.1,Частный,Подъем,0
Газпромбанк (АО),2010,2,7.18,9.816934109093722,3.3,12.5,3.25,0.95,89.2,21.3,1.98,55.75,130.4,10.35,22.1,Частный,Подъем,0
Газпромбанк (АО),2010,3,6.46,10.106815471632459,2.6,12.5,3.25,0.95,89.2,21.3,1.98,55.75,130.4,10.35,22.1,Частный,Подъем,0
Газпромбанк (АО),2010,4,6.04,9.62084325590855,2.7,12.5,3.25,0.95,89.2,21.3,1.98,55.75,130.4,10.35,22.1,Частный,Подъем,0
Газпромбанк (АО),2011,1,9.56,-9.77451548014976,2.7,11.5,3.5,0.8,90.5,9.38,2,24.06,96.56,14.15,37.19,Частный,Подъем,0
Газпромбанк (АО),2011,2,9.47,11.896606185755477,3.2,11.5,3.5,0.8,90.5,9.38,2,24.06,96.56,14.15,37.19,Частный,Подъем,0
Газпромбанк (АО),2011,3,9.46,10.141407541590098,3.8,11.5,3.5,0.8,90.5,9.38,2,24.06,96.56,14.15,37.19,Частный,Подъем,0
Газпромбанк (АО),2011,4,9.61,7.946523760183055,4.9,11.5,3.5,0.8,90.5,9.38,2,24.06,96.56,14.15,37.19,Частный,Подъем,0
Россельхозбанк (АО),2003,1,14.29,-5.8068465623421055,7.3,14,1.38,0.76,65.93,16.4,0.0088,12.92,160.8,9.09,25.91,Частный,Подъем,0
Россельхозбанк (АО),2003,2,14.82,8.789155940807603,2.0,14,1.38,0.76,65.93,16.4,0.0088,12.92,160.8,9.09,25.91,Частный,Подъем,0
Россельхозбанк (АО),2003,3,14.78,16.07274248117121,4.0,14,1.38,0.76,65.93,16.4,0.0088,12.92,160.8,9.09,25.91,Частный,Подъем,0
Россельхозбанк (АО),2003,4,14.62,1.5274907758913159,5.2,14,1.38,0.76,65.93,16.4,0.0088,12.92,160.8,9.09,25.91,Частный,Подъем,0
Россельхозбанк (АО),2004,1,11.28,-3.818034610298593,1.1,14.2,1.45,0.9,70.8,16.8,0.05,20.15,165.3,10.12,15.5,Частный,Подъем,0
Россельхозбанк (АО),2004,2,10.58,12.969168812212374,5.2,14.2,1.45,0.9,70.8,16.8,0.05,20.15,165.3,10.12,15.5,Частный,Подъем,0
Россельхозбанк (АО),2004,3,10.25,15.671595592416775,3.8,14.2,1.45,0.9,70.8,16.8,0.05,20.15,165.3,10.12,15.5,Частный,Подъем,0
Россельхозбанк (АО),2004,4,10.22,7.659556893485675,1.1,14.2,1.45,0.9,70.8,16.8,0.05,20.15,165.3,10.12,15.5,Частный,Подъем,0
Россельхозбанк (АО),2005,1,12.7,-9.85249767610451,1.1,15,1.3,0.85,80.25,16.95,0.1,30.45,170.4,12.5,18.75,Частный,Подъем,0
Россельхозбанк (АО),2005,2,12.96,13.889074752811648,1.3,15,1.3,0.85,80.25,16.95,0.1,30.45,170.4,12.5,18.75,Частный,Подъем,0
Россельхозбанк (АО),2005,3,13.63,15.112037669839108,3.4,15,1.3,0.85,80.25,16.95,0.1,30.45,170.4,12.5,18.75,Частный,Подъем,0
Россельхозбанк (АО),2005,4,13.77,6.5491293179213095,2.9,15,1.3,0.85,80.25,16.95,0.1,30.45,170.4,12.5,18.75,Частный,Подъем,0
Россельхозбанк (АО),2006,1,10.71,-6.986160785351647,3.1,16,1.2,0.8,95.1,17.2,0.15,40.8,175.6,15,22.35,Частный,Подъем,0
Россельхозбанк (АО),2006,2,11.18,9.927963694161468,3.3,16,1.2,0.8,95.1,17.2,0.15,40.8,175.6,15,22.35,Частный,Подъем,0
Россельхозбанк (АО),2006,3,10.61,14.255131709102486,2.0,16,1.2,0.8,95.1,17.2,0.15,40.8,175.6,15,22.35,Частный,Подъем,0
Россельхозбанк (АО),2006,4,9.77,2.810507874520507,4.1,16,1.2,0.8,95.1,17.2,0.15,40.8,175.6,15,22.35,Частный,Подъем,0
Россельхозбанк (АО),2010,1,8.02,-7.587210266715094,4.0,16.5,2.2,0.7,100.35,18.1,0.18,35.8,155.5,18.85,12.25,Частный,Подъем,0
Россельхозбанк (АО),2010,2,7.18,9.816934109093722,3.3,16.5,2.2,0.7,100.35,18.1,0.18,35.8,155.5,18.85,12.25,Частный,Подъем,0
Россельхозбанк (АО),2010,3,6.46,10.106815471632459,2.6,16.5,2.2,0.7,100.35,18.1,0.18,35.8,155.5,18.85,12.25,Частный,Подъем,0
Россельхозбанк (АО),2010,4,6.04,9.62084325590855,2.7,16.5,2.2,0.7,100.35,18.1,0.18,35.8,155.5,18.85,12.25,Частный,Подъем,0
Россельхозбанк (АО),2011,1,9.56,-9.77451548014976,2.7,18.6,2.06,0.22,190.9,20.51,0.81,56.6,225.7,37.38,-16.78,Частный,Подъем,0
Россельхозбанк (АО),2011,2,9.47,11.896606185755477,3.2,18.6,2.06,0.22,190.9,20.51,0.81,56.6,225.7,37.38,-16.78,Частный,Подъем,0
Россельхозбанк (АО),2011,3,9.46,10.141407541590098,3.8,18.6,2.06,0.22,190.9,20.51,0.81,56.6,225.7,37.38,-16.78,Частный,Подъем,0
Россельхозбанк (АО),2011,4,9.61,7.946523760183055,4.9,18.6,2.06,0.22,190.9,20.51,0.81,56.6,225.7,37.38,-16.78,Частный,Подъем,0
Альфа-Банк (АО),2003,1,14.29,-5.8068465623421055,7.3,13.7,0.35,0.17,26.1,8.25,0.018,8.4,160.1,26.3,20.5,Частный,Подъем,0
Альфа-Банк (АО),2003,2,14.82,8.789155940807603,2.0,13.7,0.35,0.17,26.1,8.25,0.018,8.4,160.1,26.3,20.5,Частный,Подъем,0
Альфа-Банк (АО),2003,3,14.78,16.07274248117121,4.0,13.7,0.35,0.17,26.1,8.25,0.018,8.4,160.1,26.3,20.5,Частный,Подъем,0
Альфа-Банк (АО),2003,4,14.62,1.5274907758913159,5.2,13.7,0.35,0.17,26.1,8.25,0.018,8.4,160.1,26.3,20.5,Частный,Подъем,0
Альфа-Банк (АО),2004,1,11.28,-3.818034610298593,1.1,13.4,0.45,0.5,40.2,8.4,0.05,15.75,155.25,24.15,22.1,Частный,Подъем,0
Альфа-Банк (АО),2004,2,10.58,12.969168812212374,5.2,13.4,0.45,0.5,40.2,8.4,0.05,15.75,155.25,24.15,22.1,Частный,Подъем,0
Альфа-Банк (АО),2004,3,10.25,15.671595592416775,3.8,13.4,0.45,0.5,40.2,8.4,0.05,15.75,155.25,24.15,22.1,Частный,Подъем,0
Альфа-Банк (АО),2004,4,10.22,7.659556893485675,1.1,13.4,0.45,0.5,40.2,8.4,0.05,15.75,155.25,24.15,22.1,Частный,Подъем,0
Альфа-Банк (АО),2005,1,12.7,-9.85249767610451,1.1,14.2,0.4,0.45,54.6,8.55,0.07,18.6,150.8,22.3,24.85,Частный,Подъем,0
Альфа-Банк (АО),2005,2,12.96,13.889074752811648,1.3,14.2,0.4,0.45,54.6,8.55,0.07,18.6,150.8,22.3,24.85,Частный,Подъем,0
Альфа-Банк (АО),2005,3,13.63,15.112037669839108,3.4,14.2,0.4,0.45,54.6,8.55,0.07,18.6,150.8,22.3,24.85,Частный,Подъем,0
Альфа-Банк (АО),2005,4,13.77,6.5491293179213095,2.9,14.2,0.4,0.45,54.6,8.55,0.07,18.6,150.8,22.3,24.85,Частный,Подъем,0
Альфа-Банк (АО),2006,1,10.71,-6.986160785351647,3.1,14.8,0.38,0.4,62.3,8.7,0.1,22.4,140.95,20.4,28.3,Частный,Подъем,0
Альфа-Банк (АО),2006,2,11.18,9.927963694161468,3.3,14.8,0.38,0.4,62.3,8.7,0.1,22.4,140.95,20.4,28.3,Частный,Подъем,0
Альфа-Банк (АО),2006,3,10.61,14.255131709102486,2.0,14.8,0.38,0.4,62.3,8.7,0.1,22.4,140.95,20.4,28.3,Частный,Подъем,0
Альфа-Банк (АО),2006,4,9.77,2.810507874520507,4.1,14.8,0.38,0.4,62.3,8.7,0.1,22.4,140.95,20.4,28.3,Частный,Подъем,0
Альфа-Банк (АО),2010,1,8.02,-7.587210266715094,4.0,11,2.5,1.05,85.75,9.8,0.4,20.25,120.9,14.3,25.4,Частный,Подъем,0
Альфа-Банк (АО),2010,2,7.18,9.816934109093722,3.3,11,2.5,1.05,85.75,9.8,0.4,20.25,120.9,14.3,25.4,Частный,Подъем,0
Альфа-Банк (АО),2010,3,6.46,10.106815471632459,2.6,11,2.5,1.05,85.75,9.8,0.4,20.25,120.9,14.3,25.4,Частный,Подъем,0
Альфа-Банк (АО),2010,4,6.04,9.62084325590855,2.7,11,2.5,1.05,85.75,9.8,0.4,20.25,120.9,14.3,25.4,Частный,Подъем,0
Альфа-Банк (АО),2011,1,9.56,-9.77451548014976,2.7,11.3,4.69,1.09,65.1,20.64,0.62,20.67,109,13.51,102.55,Частный,Подъем,0
Альфа-Банк (АО),2011,2,9.47,11.896606185755477,3.2,11.3,4.69,1.09,65.1,20.64,0.62,20.67,109,13.51,102.55,Частный,Подъем,0
Альфа-Банк (АО),2011,3,9.46,10.141407541590098,3.8,11.3,4.69,1.09,65.1,20.64,0.62,20.67,109,13.51,102.55,Частный,Подъем,0
Альфа-Банк (АО),2011,4,9.61,7.946523760183055,4.9,11.3,4.69,1.09,65.1,20.64,0.62,20.67,109,13.51,102.55,Частный,Подъем,0
Раiffeisenbank (АО),2003,1,14.29,-5.8068465623421055,7.3,12.2,0.03,2.15,23.7,18.23,0.23,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2003,2,14.82,8.789155940807603,2.0,12.2,0.03,2.15,23.7,18.23,0.23,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2003,3,14.78,16.07274248117121,4.0,12.2,0.03,2.15,23.7,18.23,0.23,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2003,4,14.62,1.5274907758913159,5.2,12.2,0.03,2.15,23.7,18.23,0.23,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2004,1,11.28,-3.818034610298593,1.1,12.2,0.03,2.22,23.7,18.23,0.227,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2004,2,10.58,12.969168812212374,5.2,12.2,0.03,2.22,23.7,18.23,0.227,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2004,3,10.25,15.671595592416775,3.8,12.2,0.03,2.22,23.7,18.23,0.227,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2004,4,10.22,7.659556893485675,1.1,12.2,0.03,2.22,23.7,18.23,0.227,58.3,132.7,33.1,-17,Частный,Подъем,0
Раiffeisenbank (АО),2005,1,12.7,-9.85249767610451,1.1,12.1,0.06,2.05,28.5,18.75,0.25,45.2,140.15,31.45,-8.75,Частный,Подъем,0
Раiffeisenbank (АО),2005,2,12.96,13.889074752811648,1.3,12.1,0.06,2.05,28.5,18.75,0.25,45.2,140.15,31.45,-8.75,Частный,Подъем,0
Раiffeisenbank (АО),2005,3,13.63,15.112037669839108,3.4,12.1,0.06,2.05,28.5,18.75,0.25,45.2,140.15,31.45,-8.75,Частный,Подъем,0
Раiffeisenbank (АО),2005,4,13.77,6.5491293179213095,2.9,12.1,0.06,2.05,28.5,18.75,0.25,45.2,140.15,31.45,-8.75,Частный,Подъем,0
Раiffeisenbank (АО),2006,1,10.71,-6.986160785351647,3.1,12.55,0.1,1.95,35.4,19,0.35,30.8,145.6,30.75,5.2,Частный,Подъем,0
Раiffeisenbank (АО),2006,2,11.18,9.927963694161468,3.3,12.55,0.1,1.95,35.4,19,0.35,30.8,145.6,30.75,5.2,Частный,Подъем,0
Раiffeisenbank (АО),2006,3,10.61,14.255131709102486,2.0,12.55,0.1,1.95,35.4,19,0.35,30.8,145.6,30.75,5.2,Частный,Подъем,0
Раiffeisenbank (АО),2006,4,9.77,2.810507874520507,4.1,12.55,0.1,1.95,35.4,19,0.35,30.8,145.6,30.75,5.2,Частный,Подъем,0
Раiffeisenbank (АО),2010,1,8.02,-7.587210266715094,4.0,13.25,2.2,2.1,85.55,20.25,1.8,15.3,125.45,22.5,20.1,Частный,Подъем,0
Раiffeisenbank (АО),2010,2,7.18,9.816934109093722,3.3,13.25,2.2,2.1,85.55,20.25,1.8,15.3,125.45,22.5,20.1,Частный,Подъем,0
Раiffeisenbank (АО),2010,3,6.46,10.106815471632459,2.6,13.25,2.2,2.1,85.55,20.25,1.8,15.3,125.45,22.5,20.1,Частный,Подъем,0
Раiffeisenbank (АО),2010,4,6.04,9.62084325590855,2.7,13.25,2.2,2.1,85.55,20.25,1.8,15.3,125.45,22.5,20.1,Частный,Подъем,0
Раiffeisenbank (АО),2011,1,9.56,-9.77451548014976,2.7,13.4,2.5,2.28,82.5,20.17,0.2,35.56,115.44,15.68,66.72,Частный,Подъем,0
Раiffeisenbank (АО),2011,2,9.47,11.896606185755477,3.2,13.4,2.5,2.28,82.5,20.17,0.2,35.56,115.44,15.68,66.72,Частный,Подъем,0
Раiffeisenbank (АО),2011,3,9.46,10.141407541590098,3.8,13.4,2.5,2.28,82.5,20.17,0.2,35.56,115.44,15.68,66.72,Частный,Подъем,0
Раiffeisenbank (АО),2011,4,9.61,7.946523760183055,4.9,13.4,2.5,2.28,82.5,20.17,0.2,35.56,115.44,15.68,66.72,Частный,Подъем,0
АБ “Империал”,2003,1,14.29,-5.8068465623421055,7.3,55.6,0.95,-0.4,4.5,6.41,0.3,-12.5,2000.5,0.07,-100.57,Частный,Подъем,1
АБ “Империал”,2003,2,14.82,8.789155940807603,2.0,55.6,0.95,-0.4,4.5,6.41,0.3,-12.5,2000.5,0.07,-100.57,Частный,Подъем,1
АБ “Империал”,2003,3,14.78,16.07274248117121,4.0,55.6,0.95,-0.4,4.5,6.41,0.3,-12.5,2000.5,0.07,-100.57,Частный,Подъем,1
АБ “Империал”,2003,4,14.62,1.5274907758913159,5.2,55.6,0.95,-0.4,4.5,6.41,0.3,-12.5,2000.5,0.07,-100.57,Частный,Подъем,1
КБ “Нефтегазбанк”,2003,1,14.29,-5.8068465623421055,7.3,71.1,30,-1.46,15,6.383,0.3,-15,524.4,2.93,-47.34,Частный,Подъем,1
КБ “Нефтегазбанк”,2003,2,14.82,8.789155940807603,2.0,71.1,30,-1.46,15,6.383,0.3,-15,524.4,2.93,-47.34,Частный,Подъем,1
КБ “Нефтегазбанк”,2003,3,14.78,16.07274248117121,4.0,71.1,30,-1.46,15,6.383,0.3,-15,524.4,2.93,-47.34,Частный,Подъем,1
КБ “Нефтегазбанк”,2003,4,14.62,1.5274907758913159,5.2,71.1,30,-1.46,15,6.383,0.3,-15,524.4,2.93,-47.34,Частный,Подъем,1
"	ООО КБ ""Содбизнесбанк""",2003,1,14.29,-5.8068465623421055,7.3,67.8,30,1.56,18,6.63,0.6,12,95.5,46.8,20,Частный,Подъем,1
"	ООО КБ ""Содбизнесбанк""",2003,2,14.82,8.789155940807603,2.0,67.8,30,1.56,18,6.63,0.6,12,95.5,46.8,20,Частный,Подъем,1
"	ООО КБ ""Содбизнесбанк""",2003,3,14.78,16.07274248117121,4.0,67.8,30,1.56,18,6.63,0.6,12,95.5,46.8,20,Частный,Подъем,1
"	ООО КБ ""Содбизнесбанк""",2003,4,14.62,1.5274907758913159,5.2,67.8,30,1.56,18,6.63,0.6,12,95.5,46.8,20,Частный,Подъем,1
КБ “Кредиттраст”,2003,1,14.29,-5.8068465623421055,7.3,17.7,25,3.34,35,7,1.2,-3,159.6,28.6,35,Частный,Подъем,1
КБ “Кредиттраст”,2003,2,14.82,8.789155940807603,2.0,17.7,25,3.34,35,7,1.2,-3,159.6,28.6,35,Частный,Подъем,1
КБ “Кредиттраст”,2003,3,14.78,16.07274248117121,4.0,17.7,25,3.34,35,7,1.2,-3,159.6,28.6,35,Частный,Подъем,1
КБ “Кредиттраст”,2003,4,14.62,1.5274907758913159,5.2,17.7,25,3.34,35,7,1.2,-3,159.6,28.6,35,Частный,Подъем,1
АКБ “Онэст Банк”,2003,1,14.29,-5.8068465623421055,7.3,61.7,10,0.28,94.1,5.28,0.05,-8,23.7,0.002,33,Частный,Подъем,0
АКБ “Онэст Банк”,2003,2,14.82,8.789155940807603,2.0,61.7,10,0.28,94.1,5.28,0.05,-8,23.7,0.002,33,Частный,Подъем,0
АКБ “Онэст Банк”,2003,3,14.78,16.07274248117121,4.0,61.7,10,0.28,94.1,5.28,0.05,-8,23.7,0.002,33,Частный,Подъем,0
АКБ “Онэст Банк”,2003,4,14.62,1.5274907758913159,5.2,61.7,10,0.28,94.1,5.28,0.05,-8,23.7,0.002,33,Частный,Подъем,0
АКБ “Онэст Банк”,2004,1,11.28,-3.818034610298593,1.1,36.4,1.02,0.91,51.9,5.08,0.05,-18.4,103.3,20,167.3,Частный,Подъем,1
АКБ “Онэст Банк”,2004,2,10.58,12.969168812212374,5.2,36.4,1.02,0.91,51.9,5.08,0.05,-18.4,103.3,20,167.3,Частный,Подъем,1
АКБ “Онэст Банк”,2004,3,10.25,15.671595592416775,3.8,36.4,1.02,0.91,51.9,5.08,0.05,-18.4,103.3,20,167.3,Частный,Подъем,1
АКБ “Онэст Банк”,2004,4,10.22,7.659556893485675,1.1,36.4,1.02,0.91,51.9,5.08,0.05,-18.4,103.3,20,167.3,Частный,Подъем,1
АКБ “Кристалбанк”,2003,1,14.29,-5.8068465623421055,7.3,51.6,8,0.45,21.3,5.17,0.02,15.4,210.8,3.3,32,Частный,Подъем,0
АКБ “Кристалбанк”,2003,2,14.82,8.789155940807603,2.0,51.6,8,0.45,21.3,5.17,0.02,15.4,210.8,3.3,32,Частный,Подъем,0
АКБ “Кристалбанк”,2003,3,14.78,16.07274248117121,4.0,51.6,8,0.45,21.3,5.17,0.02,15.4,210.8,3.3,32,Частный,Подъем,0
АКБ “Кристалбанк”,2003,4,14.62,1.5274907758913159,5.2,51.6,8,0.45,21.3,5.17,0.02,15.4,210.8,3.3,32,Частный,Подъем,0
АКБ “Кристалбанк”,2004,1,11.28,-3.818034610298593,1.1,51.8,5,0.67,61.4,5.2,0.8,-32.8,361.6,60.5,55.8,Частный,Подъем,1
АКБ “Кристалбанк”,2004,2,10.58,12.969168812212374,5.2,51.8,5,0.67,61.4,5.2,0.8,-32.8,361.6,60.5,55.8,Частный,Подъем,1
АКБ “Кристалбанк”,2004,3,10.25,15.671595592416775,3.8,51.8,5,0.67,61.4,5.2,0.8,-32.8,361.6,60.5,55.8,Частный,Подъем,1
АКБ “Кристалбанк”,2004,4,10.22,7.659556893485675,1.1,51.8,5,0.67,61.4,5.2,0.8,-32.8,361.6,60.5,55.8,Частный,Подъем,1
АКБ “Новый Русский Банк”,2003,1,14.29,-5.8068465623421055,7.3,72.5,26.83,1.75,52,4.385,0.0001,18,158.9,0.001,41,Частный,Подъем,0
АКБ “Новый Русский Банк”,2003,2,14.82,8.789155940807603,2.0,72.5,26.83,1.75,52,4.385,0.0001,18,158.9,0.001,41,Частный,Подъем,0
АКБ “Новый Русский Банк”,2003,3,14.78,16.07274248117121,4.0,72.5,26.83,1.75,52,4.385,0.0001,18,158.9,0.001,41,Частный,Подъем,0
АКБ “Новый Русский Банк”,2003,4,14.62,1.5274907758913159,5.2,72.5,26.83,1.75,52,4.385,0.0001,18,158.9,0.001,41,Частный,Подъем,0
АКБ “Новый Русский Банк”,2004,1,11.28,-3.818034610298593,1.1,330.2,55,1.82,225,4.254,0.0001,-73.8,74,0.0001,56.7,Частный,Подъем,1
АКБ “Новый Русский Банк”,2004,2,10.58,12.969168812212374,5.2,330.2,55,1.82,225,4.254,0.0001,-73.8,74,0.0001,56.7,Частный,Подъем,1
АКБ “Новый Русский Банк”,2004,3,10.25,15.671595592416775,3.8,330.2,55,1.82,225,4.254,0.0001,-73.8,74,0.0001,56.7,Частный,Подъем,1
АКБ “Новый Русский Банк”,2004,4,10.22,7.659556893485675,1.1,330.2,55,1.82,225,4.254,0.0001,-73.8,74,0.0001,56.7,Частный,Подъем,1
ООО “Русский Банк Капитала”,2003,1,14.29,-5.8068465623421055,7.3,45.2,0.2,0.21,56,5.145,1.5,-18,38.5,0.0001,15,Частный,Подъем,0
ООО “Русский Банк Капитала”,2003,2,14.82,8.789155940807603,2.0,45.2,0.2,0.21,56,5.145,1.5,-18,38.5,0.0001,15,Частный,Подъем,0
ООО “Русский Банк Капитала”,2003,3,14.78,16.07274248117121,4.0,45.2,0.2,0.21,56,5.145,1.5,-18,38.5,0.0001,15,Частный,Подъем,0
